SDFB_ID,Prefix,First Name,Last Name,Suffix,Title,All Search Names,Gender,Historical Significance,Birth Year Type,Extant Birth Year,Alternate Birth Year,Death Year Type,Extant Death Year,Alternate Death Year
10000590,,Thomas,Bampfield,,,Thomas Bampfield,"male
",speaker of the House of Commons,IN,1622,1623,IN,1693,1693
10000583,,Robert,Balthrop,,,Robert Balthrop,"male
",surgeon,IN,1522,1522,IN,1591,1591
10000602,,Richard,Banister,,,Richard Banister,"male
",oculist,IN,1570,1570,IN,1626,1626
10000593,,George,Bancroft,,,George Bancroft,"male
",religious writer and Church of England clergyman,AF,1463,NA,CA,1573,1573
10000603,,Thomas,Banister,,,Thomas Banister,"male
",merchant,AF,1461,NA,IN,1571,1571
10000605,,Mary,Bankes,,,Mary Bankes,"female
",royalist landholder,AF,1551,NA,IN,1661,1661
10000592,,Francis,Bancroft,,,Francis Bancroft,"male
",financial agent and benefactor,IN,1667,1667,IN,1728,1728
10000597,,Thomas,Bancroft,,,Thomas Bancroft,"male
",poet,IN,1613,1613,IN,1658,1658
10000608,,William,Banks,,,William Banks,"male
",showman,IN,1591,1591,IN,1637,1637
10000611,,Charles,Bansley,,,Charles Bansley,"male
",poet,CA,1550,1550,CA,1550,1550
10000591,Sir,Coplestone,Bampfylde,,,Sir Coplestone Bampfylde,"male
",politician,IN,1637,1638,IN,1692,1692
10000618,,Nicholas,Barbon,,,Nicholas Barbon,"male
",builder and economist,IN,1637,1638,IN,1698,1699
10000614,,John,Barber,,,John Barber,"male
",clergyman and civil lawyer,IN,1500,1500,IN,1549,1549
10000624,,John,Barclay,,,John Barclay,"male
",writer,IN,1582,1582,IN,1621,1621
10000626,,Thomas,Barclay,,,Thomas Barclay,"male
",jurist,IN,1570,1570,IN,1632,1632
10000629,,William,Barclay,,,William Barclay,"male
",army officer in the Swedish service,IN,1603,1603,IN,1676,1676
10000637,,Henry,Barham,,,Henry Barham,"male
",botanist,CA,1670,1670,IN,1726,1726
10000640,,Andrew,Barker,,,Andrew Barker,"male
",merchant,AF,1467,NA,IN,1577,1577
10000649,,William,Barker,,,William Barker,"male
",translator and member of parliament,IN,1540,1540,IN,1576,1576
10000641,Sir,Christopher,Barker,,,Christopher Barker,"male
",herald,AF,1440,NA,IN,1550,1550
10000653,,William,Barksted,,,William Barksted,"male
",actor and poet,IN,1607,1607,IN,1630,1630
10000643,,Hugh,Barker,,,Hugh Barker,"male
",civil lawyer,IN,1565,1565,IN,1632,1632
10000656,,Edward,Barlow,,,Edward Barlow,"male
",mariner,IN,1642,1642,CA,1706,1706
10000654,,Mark,Barkworth,,,Mark Barkworth,"male
",Benedictine monk and martyr,IN,1570,1570,IN,1601,1601
10000648,,Thomas,Barker,,,Thomas Barker,"male
",writer on angling,BF,1651,1651,AF,1651,1651
10000632,,Richard,Bardney,,,Richard Bardney,"male
",Benedictine monk and author,BF,1485,1486,IN,1519,1519
10000657,,Elizabeth,Barlow,,,Elizabeth Barlow,"female
",,AF,1408,NA,IN,1518,1518
10000630,,George,Barcroft,,,George Barcroft,"male
",Church of England clergyman and musician,AF,1500,NA,IN,1610,1610
10000639,,Paul,Barillon d'Amoncourt,,,Paul Barillon d'Amoncourt,"male
",diplomat,IN,1630,1638,IN,1691,1691
10000679,,John,Barnes,,,John Barnes,"male
",Benedictine monk and religious controversialist,IN,1581,1581,IN,1661,1661
10000660,,Ralph,Barlow,,,Ralph Barlow,"male
",dean of Wells,IN,1573,1574,IN,1631,1631
10000684,,Curtis,Barnett,,,Curtis Barnett,"male
",naval officer,AF,1636,NA,IN,1746,1746
10000692,,Francis,Barnham,,,Francis Barnham,"male
",draper and alderman,IN,1515,1516,IN,1576,1576
10000661,,Roger,Barlow,,,Roger Barlow,"male
",,AF,1443,NA,IN,1553,1553
10000662,,Thomas,Barlow,,,Thomas Barlow,"male
",cleric,IN,1493,1493,IN,1558,1558
10000677,,Ambrose,Barnes,,,Ambrose Barnes,"male
",local politician,IN,1627,1627,IN,1710,1710
10000667,,Jerome,Barlowe,,,Jerome Barlowe,"male
",Franciscan friar and writer,IN,1528,1528,IN,1529,1529
10000694,,John,Barnston,,,John Barnston,"male
",Church of England clergyman,IN,1562,1563,IN,1645,1645
10000687,,Nicholas,Barnewall,,,Nicholas Barnewall,"male
",politician and army officer,IN,1668,1668,IN,1725,1725
10000688,Sir,Patrick,Barnewall,,,Patrick Barnewall,"male
",landowner,AF,1512,NA,IN,1622,1622
10000672,,Katherine,Barnardiston,,,Katherine Barnardiston,"female
",patron of puritanism,AF,1523,NA,IN,1633,1633
10000685,,John,Barnewall,,,John Barnewall,"male
",administrator,IN,1470,1470,IN,1538,1538
10000697,,Bartholomew,Baron,,,Bartholomew Baron,"male
",Franciscan theologian and writer,IN,1610,1610,IN,1696,1696
10000695,,John,Barnwell,,,John Barnwell,"male
",colonial official and army officer in America,IN,1671,1671,IN,1724,1724
10000714,,Joan,Barrington,,,Joan Barrington,"female
",godly matriarch and patron of clergy,IN,1558,1558,IN,1641,1641
10002234,Sir,Thomas,Cawarden,,,Thomas Cawarden,"male
",courtier,IN,1514,1514,IN,1559,1559
10000716,,Judith,Barrington,,,Judith Barrington,"female
",gentlewoman,AF,1547,NA,IN,1657,1657
10000721,,Philip,Barrow,,,Philip Barrow,"male
",medical writer,AF,1490,NA,IN,1600,1600
10000703,,William,Barons,,,William Barons,"male
",bishop of London,AF,1395,NA,IN,1505,1505
10000704,,John,Barret,,,John Barret,"male
",Presbyterian minister and religious writer,IN,1631,1631,IN,1713,1713
10000702,,Stephen,Baron,,,Stephen Baron,"male
",Franciscan friar and author,IN,1508,1508,IN,1513,1513
10000710,,Joseph,Barrett,,,Joseph Barrett,"male
",religious writer,IN,1665,1665,IN,1699,1699
10000725,Sir,Edward,Barry,,,Edward Barry,"male
",physician,IN,1696,1696,IN,1776,1776
10000712,,William,Barriffe,,,William Barriffe,"male
",military writer and parliamentarian army officer,IN,1599,1600,IN,1643,1643
10000722,,Samuel,Barrow,,,Samuel Barrow,"male
",physician and lawyer of the army,CA,1625,1625,IN,1683,1683
10000730,,Lording,Barry,,,Lording Barry,"male
",playwright and pirate,IN,1580,1580,IN,1629,1629
10000727,,Gerat,Barry,,,Gerat Barry,"male
",army officer in the Spanish service and military writer,AF,1536,NA,IN,1646,1646
10000723,,David fitz David,Barry,,,David fitz David Barry,"male
",nobleman,IN,1605,1605,IN,1642,1642
10000724,,David fitz James,Barry,,,David fitz James Barry,"male
",soldier,IN,1550,1550,IN,1617,1617
10000748,,Richard,Barwis,,,Richard Barwis,"male
",politician,IN,1602,1602,IN,1649,1649
10008491,,Henry,Morgan,,,Henry Morgan,"male
",bishop of St David's,AF,1449,NA,IN,1559,1559
10000744,,William,Barton,,,William Barton,"male
",translator and hymnologist,IN,1597,1598,IN,1678,1678
10000773,,Susanna,Bastwick,,,Susanna Bastwick,"female
",petitioner and possibly poet,AF,1547,NA,AF/IN,1657,1657
10000741,,John,Barton,,,John Barton,"male
",schoolmaster,IN,1605,1605,IN,1675,1675
10000743,,Thomas,Barton,,,Thomas Barton,"male
",Church of England clergyman,IN,1599,1600,IN,1682,1682
10000752,Sir,Simon,Baskerville,,,Simon Baskerville,"male
",physician,IN,1574,1574,IN,1641,1641
10000754,,Thomas,Baskerville,,,Thomas Baskerville,"male
",topographer,IN,1630,1631,IN,1700,1700
10000756,,Alvise,Bassano,,,Alvise Bassano,"male
",musician and instrument maker,AF,1444,NA,IN,1554,1554
10000761,,James,Bassantin,,,James Bassantin,"male
",astronomer and astrologer,AF,1458,NA,IN,1568,1568
10000766,Sir,Francis,Bassett,,,Sir Francis Bassett,"male
",royalist army officer,CA,1593,1593,IN,1645,1645
10000758,,Baptista,Bassano,,,Baptista Bassano,"female
",,AF,1466,NA,IN,1576,1576
10000757,,Augustine,Bassano,,,Augustine Bassano,"male
",,AF,1494,NA,IN,1604,1604
10000770,,Christopher,Bassnett,,,Christopher Bassnett,"male
",Presbyterian minister,IN,1677,1677,IN,1744,1744
10000768,,Mary,Bassett,,,Mary Bassett,"female
",translator,AF,1462,NA,IN,1572,1572
10000759,,Jeronimo,Bassano,,,Jeronimo Bassano,"male
",,IN,1559,1559,IN,1635,1635
10000760,,Lodovico,Bassano,,,Lodovico Bassano,"male
",,AF,1483,NA,IN,1593,1593
10000788,,John,Batmanson,,,John Batmanson,"male
",religious controversialist and prior of the London Charterhouse,AF,1421,NA,IN,1531,1531
10000792,,Adrian,Batten,,,Adrian Batten,"male
",composer,IN,1591,1591,IN,1637,1637
10000795,,Peter,Baude,,,Peter Baude,"male
",gun-founder,AF,1436,NA,IN,1546,1546
10000809,,John,Bayly,,,John Bayly,"male
",scholar and Church of England clergyman,IN,1595,1596,IN,1633,1633
10000805,,Richard,Bayfield,,,Richard Bayfield,"male
",Benedictine monk and protestant martyr,AF,1421,NA,IN,1531,1531
10000779,Sir,John,Bath,,,Sir John Bath,"male
",politician,IN,1569,1570,IN,1630,1630
10000781,,William,Bathe,,,William Bathe,"male
",Jesuit and linguistic scholar,IN,1564,1564,IN,1614,1614
10000783,,Ann,Bathurst,,,Ann Bathurst,"female
",diarist and prophet,CA,1638,1638,BF/IN,1704,1704
10000789,,Andrew,Battel,,,Andrew Battel,"male
",traveller and trader,CA,1560,1569,AF/IN,1613,1613
10000791,,Ralph,Battell,,,Ralph Battell,"male
",Church of England clergyman,IN,1649,1649,IN,1713,1713
10000796,,Nicolas,Baudouin,,,Nicolas Baudouin,"male
",Reformed minister,IN,1525,1526,IN,1613,1613
10000804,,Joshua,Bayes,,,Joshua Bayes,"male
",Presbyterian minister,IN,1671,1671,IN,1746,1746
10000806,,Walter,Bayley,,,Walter Bayley,"male
",physician,IN,1529,1529,IN,1593,1593
10000797,,William,Bavand,,,William Bavand,"male
",translator,BF,1559,1559,AF,1559,1559
10000812,,Ann,Baynard,,,Ann Baynard,"female
",exemplar of godly life,IN,1672,1673,IN,1697,1697
10000794,,Richard,Baty,,,Richard Baty,"male
",Church of England clergyman,IN,1696,1696,IN,1758,1758
10000819,,Paul,Bayning,,,Paul Bayning,"male
",merchant,IN,1539,1539,IN,1616,1616
10013100,,Samuel,Woodford,,,Samuel Woodford,"male
",poet,IN,1636,1636,IN,1700,1700
10000835,,William,Beale,,,William Beale,"male
",college head,AF,1541,NA,IN,1651,1651
10000842,,Charles,Beauclerk,,,Charles Beauclerk,"male
",army officer,IN,1670,1670,IN,1726,1726
10000845,,Luke de,Beaulieu,,,Luke de Beaulieu,"male
",Church of England clergyman and religious writer,IN,1644,1645,IN,1723,1723
10000824,Sir,Henry,Baynton,,,Henry Baynton,"male
",,IN,1571,1571,IN,1616,1616
10000820,,Andrew,Baynton,,,Andrew Baynton,"male
",,IN,1516,1516,IN,1564,1564
10000836,,Philip,Bearcroft,,,Philip Bearcroft,"male
",antiquary and Church of England clergyman,IN,1695,1695,IN,1761,1761
10000822,Sir,Edward,Baynton,,,Edward Baynton,"male
",,IN,1593,1593,IN,1657,1657
10000846,,Agnes,Beaumont,,,Agnes Beaumont,"female
",religious autobiographer,IN,1652,1652,IN,1720,1720
10000825,,Henry,Baynton,,,Henry Baynton,"male
",,IN,1664,1664,IN,1691,1691
10000830,,Francis,Beale,,,Francis Beale,"male
",writer on chess,CA,1621,1621,BF/IN,1666,1666
10000847,,Basil,Beaumont,,,Basil Beaumont,"male
",naval officer,IN,1669,1669,IN,1703,1703
10003872,Sir,Richard,Edgcumbe,,,Richard Edgcumbe,"male
",landowner and member of parliament,IN,1499,1499,IN,1562,1562
10000863,,William,Becket,,,William Becket,"male
",surgeon and antiquary,IN,1684,1684,IN,1738,1738
10000889,,Thomas,Bedwell,,,Thomas Bedwell,"male
",engineer and practical mathematician,IN,1547,1547,IN,1595,1595
10000857,,Henry,Becher,,,Henry Becher,"male
",translator and Church of England clergyman,IN,1559,1559,IN,1568,1568
10000881,,Frances,Bedingfield,,,Frances Bedingfield,"female
",,IN,1616,1616,IN,1704,1704
10000870,,Richard,Becon,,,Richard Becon,"male
",author and administrator,IN,1567,1567,IN,1611,1611
10000860,,David Hendrikszoon,Beck,,,David Hendrikszoon Beck,"male
",painter,IN,1621,1621,IN,1656,1656
10000859,,Cave,Beck,,,Cave Beck,"male
",writer on universal language and Church of England clergyman,IN,1622,1622,IN,1706,1706
10000865,,Peter,Beckford,,,Peter Beckford,"male
",planter in Jamaica and politician,IN,1643,1643,IN,1710,1710
10000861,,Gabriel,Beck,,,Gabriel Beck,"male
",lawyer and politician,AF,1552,NA,CA,1662,1662
10000873,,Henry,Bedel,,,Henry Bedel,"male
",Church of England clergyman,IN,1536,1537,AF/IN,1576,1576
10000866,,Peter,Beckford,,,Peter Beckford,"male
",planter and politician in Jamaica,IN,1672,1673,IN,1735,1735
10000872,,Thomas,Beconsall,,,Thomas Beconsall,"male
",philosopher and Church of England clergyman,IN,1663,1664,IN,1709,1709
10000882,Sir,Henry,Bedingfield,,,Henry Bedingfield,"male
",,AF,1575,NA,IN,1685,1685
10000885,Sir,Henry,Bedingfield,,,Henry Bedingfield,"male
",judge,IN,1632,1632,IN,1687,1687
10000883,Sir,Henry,Bedingfield,,,Henry Bedingfield,"male
",,IN,1581,1582,IN,1657,1657
10000884,,Henry,Bedingfield,,,Henry Bedingfield,"male
",,AF,1594,NA,IN,1704,1704
10000894,,George,Beesley,,,George Beesley,"male
",Roman Catholic priest and martyr,IN,1562,1562,IN,1591,1591
10000927,,Adam,Bellenden,,,Adam Bellenden,"male
",bishop of Dunblane and of Aberdeen,IN,1572,1572,IN,1648,1648
10000906,,Thomas,Belchiam,,,Thomas Belchiam,"male
",Observant Franciscan friar and Catholic martyr,IN,1505,1506,CA,1534,1534
10000892,,Richard,Beeard,,,Richard Beeard,"male
",poet and Church of England clergyman,IN,1553,1553,IN,1574,1574
10000918,,William,Bell,,,William Bell,"male
",lawyer,BF/IN,1538,1538,IN,1598,1598
10000905,,Jonathan,Belcher,,,Jonathan Belcher,"male
",merchant and colonial governor,IN,1682,1682,IN,1757,1757
10000902,,John,Belasyse,,,John Belasyse,"male
",royalist army officer,IN,1615,1615,IN,1689,1689
10000907,,Dabridgcourt,Belchier,,,Dabridgcourt Belchier,"female
",playwright,IN,1581,1581,IN,1621,1621
10000909,,Arthur,Bell,,,Arthur Bell,"male
",Franciscan friar,IN,1591,1591,IN,1643,1643
10000915,,Philip,Bell,,,Philip Bell,"male
",colonial governor,CA,1590,1590,AF/IN,1650,1650
10000922,,Richard,Bellasis,,,Richard Bellasis,"male
",,IN,1489,1489,IN,1540,1540
10000899,,Henry,Beighton,,,Henry Beighton,"male
",surveyor,IN,1686,1687,IN,1743,1743
10000923,,Thomas,Bellasis,,,Thomas Bellasis,"male
",,IN,1577,1577,IN,1653,1653
10000910,,Henry,Bell,,,Henry Bell,"male
",architect and merchant,IN,1647,1647,IN,1711,1711
10000911,,James,Bell,,,James Bell,"male
",translator,AF,1496,NA,CA,1606,1606
10000912,,James,Bell,,,James Bell,"male
",Roman Catholic priest and martyr,IN,1523,1524,IN,1584,1584
10000919,,Daniel,Bellamy,the elder,,Daniel Bellamy the elder,"male
",lawyer and writer,IN,1687,1687,BF,1797,NA
10000924,Sir,William,Bellasis,,,William Bellasis,"male
",,IN,1524,1524,IN,1604,1604
10000925,Sir,William,Bellasis,,,William Bellasis,"male
",,IN,1593,1593,IN,1641,1641
10000935,,Richard,Bellewe,,,Richard Bellewe,"male
",compiler of legal cases,IN,1575,1575,IN,1585,1585
10003314,,John,Davies,,,John Davies,"male
",poet and writing-master,IN,1564,1565,IN,1618,1618
10000943,,Thomas,Belson,,,Thomas Belson,"male
",Roman Catholic martyr,IN,1563,1563,IN,1589,1589
10000944,,Menasseh,ben Israel,,,Menasseh ben Israel,"male
",rabbi and campaigner for the readmission of Jews to England,IN,1604,1604,IN,1657,1657
10000932,,William,Bellenden,,,William Bellenden,"male
",political theorist,CA,1550,1550,CA,1633,1633
10000941,,Jean,Belmaine,,,Jean Belmaine,"male
",royal tutor,IN,1546,1546,IN,1559,1559
10000951,,Richard,Benese,,,Richard Benese,"male
",Augustinian canon and surveyor,AF,1437,NA,IN,1547,1547
10000962,,Joseph,Bennet,,,Joseph Bennet,"male
",nonconformist minister,IN,1627,1627,IN,1707,1707
10000946,,John,Benbow,,,John Benbow,"male
",traveller,CA,1681,1681,IN,1708,1708
10000937,,Richard,Bellingham,,,Richard Bellingham,"male
",colonial governor,IN,1591,1592,IN,1672,1672
10000933,,Fettiplace,Bellers,,,Fettiplace Bellers,"male
",philosophical writer and playwright,IN,1687,1687,BF/IN,1750,1750
10000961,,John,Bennet,,,John Bennet,"male
",Church of England clergyman,IN,1670,1670,IN,1750,1750
10000949,,William,Bendlowes,,,William Bendlowes,"male
",serjeant-at-law and law reporter,IN,1516,1516,IN,1584,1584
10000957,,Christopher,Bennet,,,Christopher Bennet,"male
",physician,IN,1617,1617,IN,1655,1655
10000952,,William,Benet,,,William Benet,"male
",diplomat,AF,1423,NA,IN,1533,1533
10000980,,Catharine,Bentley,,,Catharine Bentley,"female
",abbess and translator,IN,1591,1591,IN,1659,1659
10001763,Sir,Bevis,Bulmer,,,Bevis Bulmer,"male
",courtier and mining projector,AF,1503,NA,IN,1613,1613
10000975,,William,Benson,,,William Benson,"male
",abbot then dean of Westminster,AF,1439,NA,IN,1549,1549
10001004,,Patrick,Bermingham,,,Patrick Bermingham,"male
",judge,IN,1460,1460,IN,1532,1532
10000983,,Thomas,Bentley,,,Thomas Bentley,"male
",literary compiler,CA,1543,1546,IN,1585,1585
10001003,,William,Berkenhead,,,William Berkenhead,"male
",Jacobite spy,IN,1648,1648,IN,1701,1701
10000974,,Robert,Benson,,,Robert Benson,"male
",politician,IN,1676,1676,IN,1731,1731
10000994,,Gilbert,Berkeley,,,Gilbert Berkeley,"male
",bishop of Bath and Wells,AF,1471,NA,IN,1581,1581
10000996,,James,Berkeley,,,James Berkeley,"male
",naval officer,IN,1680,1680,IN,1736,1736
10000985,,Peter,Berchet,,,Peter Berchet,"male
",painter,IN,1659,1659,IN,1720,1720
10001002,Sir,William,Berkeley,,,William Berkeley,"male
",naval officer,IN,1639,1639,IN,1666,1666
10000987,,John,Bereblock,,,John Bereblock,"male
",draughtsman,IN,1557,1557,IN,1572,1572
10001040,,Bridget,Bevan,,,Bridget Bevan,"female
",educational benefactor,IN,1698,1698,IN,1779,1779
10001578,Sir,Robert,Broke,,,Robert Broke,"male
","judge, legal writer, and speaker of the House of Commons",AF,1448,NA,IN,1558,1558
10001026,,Vere,Bertie,,,Vere Bertie,"male
",judge,IN,1638,1640,IN,1681,1681
10001008,,John Peter,Bernard,,,John Peter Bernard,"male
",compiler of histories and biographer,AF,1640,NA,IN,1750,1750
10001011,,John,Bernardi,,,John Bernardi,"male
",army officer and Jacobite conspirator,IN,1657,1657,IN,1736,1736
10001039,,John,Betts,,,John Betts,"male
",physician,IN,1623,1623,IN,1695,1695
10001027,,Joseph,Besse,,,Joseph Besse,"male
",historian of Quakerism,IN,1683,1683,IN,1757,1757
10001030,,Henry,Best,,,Henry Best,"male
",landowner and farmer,IN,1592,1592,IN,1645,1645
10001035,,Thomas,Betson,,,Thomas Betson,"male
","librarian, religious author, and compiler",AF,1406,NA,IN,1516,1516
10001014,,Andreas Gottlieb von,Bernstorff,,,Andreas Gottlieb von Bernstorff,"male
",politician and diplomat,IN,1649,1649,IN,1726,1726
10001020,,Charles,Bertie,,,Charles Bertie,"male
",diplomat and treasurer of the ordnance,IN,1640,1641,IN,1711,1711
10001041,,Silvanus,Bevan,,,Silvanus Bevan,"male
",apothecary,IN,1691,1691,IN,1765,1765
10001028,,Charles,Best,,,Charles Best,"male
",poet,IN,1592,1592,IN,1611,1611
10001018,,Charles,Bertheau,,,Charles Bertheau,"male
",Reformed minister,IN,1660,1660,IN,1732,1732
10001032,,Paul,Best,,,Paul Best,"male
",scholar and religious writer,IN,1590,1590,IN,1657,1657
10001043,,Peter,Beverley,,,Peter Beverley,"male
",poet,IN,1566,1566,IN,1568,1568
10001048,,Thomas,Bicarton,,,Thomas Bicarton,"male
",author and teacher of rhetoric,IN,1570,1570,IN,1590,1590
10009036,,Patrick,O'Healy,,,Patrick O'Healy,"male
",Roman Catholic bishop of Mayo and martyr,AF,1469,NA,IN,1579,1579
10008392,,Henry,Montagu,,,Henry Montagu,"male
",judge and government official,IN,1564,1564,IN,1642,1642
10001064,,Martin,Billingsley,,,Martin Billingsley,"male
",writing master,IN,1591,1591,IN,1622,1622
10001052,,Margaret,Bicknell,,,Margaret Bicknell,"female
",actress and dancer,IN,1681,1681,IN,1723,1723
10001062,,John,Billingsley,,,John Billingsley,"male
",clergyman and ejected minister,IN,1625,1625,IN,1683,1683
10001070,,John,Bingham,,,John Bingham,"male
",ejected minister and classical and oriental scholar,IN,1612,1613,IN,1689,1689
10001049,,Henry,Bickerstaffe,,,Henry Bickerstaffe,"male
",Digger,IN,1606,1606,AF/IN,1661,1661
10001061,Sir,Henry,Billingsley,,,Henry Billingsley,"male
",merchant and translator,AF,1496,NA,IN,1606,1606
10001058,,Henry,Bignell,,,Henry Bignell,"male
",Church of England clergyman,IN,1611,1611,AF/IN,1653,1653
10001068,,William,Binckes,,,William Binckes,"male
",dean of Lichfield,IN,1653,1653,IN,1712,1712
10001056,,John,Bidgood,,,John Bidgood,"male
",physician,IN,1624,1624,IN,1691,1691
10001075,Sir,Giovanni Francesco,Biondi,,,Giovanni Francesco Biondi,"male
",diplomat and romance writer,IN,1572,1572,IN,1644,1644
10001091,,Henry,Birkhead,,,Henry Birkhead,"male
",Latin poet,IN,1617,1617,IN,1696,1696
10010309,,John,Riley,,,John Riley,"male
",portrait painter,IN,1646,1646,IN,1691,1691
10001096,,Bridget,Bishop,,,Bridget Bishop,"female
",Salem witches and their accusers,AF,1582,NA,IN,1692,1692
10001085,,Richard,Bird,,,Richard Bird,"male
",Church of England clergyman and private tutor,AF,1499,NA,IN,1609,1609
10001109,,John,Blackadder,,,John Blackadder,"male
",army officer,IN,1664,1664,IN,1729,1729
10001086,,Samuel,Bird,,,Samuel Bird,"male
",Church of England clergyman,AF,1493,NA,IN,1603,1603
10001093,,Nathaniel,Bisbie,,,Nathaniel Bisbie,"male
",Church of England clergyman,IN,1635,1635,IN,1695,1695
10001103,,Angel,Bix,,,Angel Bix,"male
",Franciscan friar,IN,1645,1646,IN,1695,1695
10001094,,John,Biscoe,,,John Biscoe,"male
",clergyman and ejected minister,IN,1605,1606,IN,1679,1679
10001095,,Richard,Biscoe,,,Richard Biscoe,"male
",theologian,IN,1687,1688,IN,1748,1748
10001113,,Robert,Blackborne,,,Robert Blackborne,"male
",naval official,IN,1620,1620,IN,1701,1701
10001107,,Adam,Blackadder,,,Adam Blackadder,"male
",merchant and writer on covenanting,IN,1659,1659,AF/IN,1696,1696
